id,target
0,0.0
2,0.0
3,1.0
9,0.0
11,1.0
12,0.0
21,0.0
22,0.0
27,0.0
29,0.0
30,0.0
35,0.0
42,0.0
43,0.0
45,0.0
46,0.0
47,0.0
51,0.0
58,0.0
60,0.0
69,0.0
70,0.0
72,0.0
75,1.0
84,0.0
87,0.0
88,0.0
90,0.0
94,0.0
99,1.0
101,0.0
103,0.0
106,0.0
108,0.0
111,1.0
115,0.0
116,0.0
122,0.0
123,0.0
124,1.0
125,0.0
127,1.0
140,0.0
142,0.0
147,0.0
148,0.0
150,0.0
152,0.0
154,0.0
155,0.0
166,0.0
167,0.0
169,1.0
177,0.0
179,0.0
181,0.0
186,0.0
188,0.0
189,0.0
192,0.0
200,1.0
202,0.0
206,1.0
207,1.0
214,1.0
217,1.0
223,0.0
224,1.0
227,1.0
228,1.0
230,0.0
233,1.0
234,1.0
236,1.0
239,1.0
250,1.0
255,0.0
257,0.0
259,0.0
275,1.0
278,0.0
282,0.0
284,0.0
286,0.0
288,1.0
292,0.0
295,0.0
300,0.0
304,1.0
305,1.0
306,0.0
308,0.0
311,0.0
317,0.0
319,0.0
323,0.0
324,0.0
325,0.0
326,0.0
333,0.0
339,0.0
342,0.0
343,0.0
350,0.0
351,0.0
357,0.0
359,0.0
362,0.0
366,0.0
367,0.0
369,0.0
373,0.0
374,0.0
376,0.0
377,0.0
378,0.0
379,0.0
382,0.0
385,0.0
387,0.0
388,0.0
391,0.0
392,0.0
395,0.0
399,0.0
400,0.0
403,0.0
405,0.0
408,0.0
411,0.0
414,0.0
416,0.0
417,0.0
422,0.0
425,0.0
428,0.0
430,0.0
431,0.0
433,0.0
434,0.0
439,0.0
441,0.0
449,0.0
458,0.0
460,0.0
464,0.0
473,0.0
488,0.0
491,0.0
494,1.0
497,0.0
500,0.0
505,0.0
507,0.0
508,0.0
510,0.0
511,0.0
515,1.0
525,0.0
529,0.0
532,0.0
534,0.0
537,0.0
539,0.0
541,0.0
545,0.0
547,1.0
548,1.0
549,1.0
553,1.0
554,0.0
555,1.0
557,1.0
562,0.0
566,0.0
572,0.0
573,1.0
582,1.0
586,1.0
587,0.0
590,1.0
591,0.0
593,0.0
595,1.0
596,1.0
597,0.0
601,0.0
602,0.0
605,1.0
610,1.0
616,0.0
618,0.0
620,1.0
626,0.0
627,0.0
629,0.0
632,1.0
634,0.0
639,0.0
645,1.0
647,1.0
648,0.0
650,0.0
663,0.0
666,0.0
668,0.0
670,0.0
673,1.0
676,0.0
678,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,1.0
698,0.0
701,0.0
703,1.0
707,1.0
708,1.0
711,1.0
715,1.0
718,0.0
722,0.0
723,0.0
733,1.0
741,0.0
742,1.0
743,0.0
747,0.0
749,0.0
750,0.0
756,0.0
757,0.0
760,0.0
764,0.0
765,0.0
766,0.0
768,0.0
769,0.0
771,0.0
772,0.0
776,0.0
778,0.0
780,0.0
785,0.0
789,0.0
792,0.0
793,0.0
811,0.0
813,0.0
816,0.0
821,0.0
824,0.0
825,0.0
827,0.0
830,1.0
831,1.0
839,1.0
844,0.0
847,1.0
850,0.0
854,0.0
855,1.0
858,0.0
861,1.0
862,0.0
865,0.0
869,1.0
879,0.0
880,1.0
887,0.0
889,1.0
897,0.0
900,0.0
901,0.0
904,0.0
908,0.0
909,0.0
910,1.0
913,0.0
914,0.0
917,0.0
918,1.0
920,0.0
922,1.0
924,1.0
925,0.0
927,0.0
933,0.0
937,0.0
943,0.0
949,0.0
950,0.0
954,0.0
966,0.0
967,0.0
969,0.0
970,1.0
973,0.0
975,0.0
980,0.0
988,0.0
989,0.0
995,0.0
1000,0.0
1003,0.0
1007,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1016,1.0
1019,0.0
1025,0.0
1027,0.0
1028,0.0
1030,0.0
1033,0.0
1034,0.0
1039,0.0
1046,0.0
1047,0.0
1053,0.0
1055,0.0
1056,0.0
1059,0.0
1060,0.0
1063,0.0
1064,0.0
1068,0.0
1076,0.0
1086,0.0
1087,0.0
1089,0.0
1092,0.0
1095,0.0
1096,0.0
1097,0.0
1100,0.0
1101,0.0
1107,0.0
1108,0.0
1111,0.0
1115,0.0
1116,0.0
1121,0.0
1125,0.0
1127,0.0
1131,0.0
1133,0.0
1135,0.0
1137,0.0
1140,0.0
1144,0.0
1147,0.0
1148,0.0
1150,0.0
1158,0.0
1159,0.0
1161,0.0
1163,0.0
1165,0.0
1169,0.0
1171,0.0
1172,0.0
1176,0.0
1180,0.0
1184,0.0
1186,0.0
1187,0.0
1192,0.0
1193,0.0
1194,0.0
1197,0.0
1200,0.0
1205,0.0
1210,0.0
1216,0.0
1220,0.0
1231,0.0
1233,0.0
1246,0.0
1247,0.0
1248,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1260,0.0
1261,0.0
1265,0.0
1266,0.0
1268,0.0
1274,0.0
1281,0.0
1285,0.0
1286,0.0
1291,0.0
1292,0.0
1295,0.0
1299,0.0
1306,0.0
1310,0.0
1311,0.0
1313,0.0
1314,0.0
1322,0.0
1323,0.0
1325,0.0
1329,0.0
1330,0.0
1333,0.0
1336,0.0
1339,0.0
1342,0.0
1344,0.0
1355,1.0
1357,0.0
1358,0.0
1359,0.0
1364,0.0
1366,0.0
1367,0.0
1370,0.0
1373,0.0
1377,0.0
1386,0.0
1387,0.0
1392,0.0
1397,0.0
1398,0.0
1400,0.0
1403,0.0
1404,0.0
1410,0.0
1413,0.0
1416,0.0
1417,0.0
1423,0.0
1424,0.0
1426,0.0
1427,0.0
1428,0.0
1430,0.0
1434,0.0
1435,0.0
1437,0.0
1438,0.0
1442,0.0
1446,0.0
1451,0.0
1457,0.0
1461,0.0
1462,0.0
1465,0.0
1468,0.0
1469,0.0
1471,0.0
1476,0.0
1478,0.0
1481,0.0
1489,0.0
1490,0.0
1492,0.0
1496,0.0
1512,0.0
1516,0.0
1517,0.0
1528,0.0
1529,1.0
1536,1.0
1539,0.0
1541,0.0
1542,0.0
1548,1.0
1550,0.0
1551,0.0
1552,0.0
1557,1.0
1563,0.0
1564,0.0
1565,0.0
1566,1.0
1571,0.0
1578,0.0
1581,0.0
1583,0.0
1584,0.0
1586,1.0
1589,1.0
1592,0.0
1598,1.0
1606,0.0
1612,0.0
1616,0.0
1620,0.0
1624,0.0
1629,1.0
1630,1.0
1635,1.0
1640,1.0
1641,1.0
1642,1.0
1651,1.0
1655,1.0
1656,1.0
1659,1.0
1664,1.0
1667,1.0
1668,1.0
1674,1.0
1678,0.0
1680,1.0
1681,1.0
1682,1.0
1685,1.0
1695,1.0
1696,1.0
1697,0.0
1704,1.0
1708,1.0
1711,1.0
1713,1.0
1714,1.0
1717,1.0
1729,1.0
1730,0.0
1732,1.0
1734,0.0
1736,0.0
1738,0.0
1742,0.0
1743,1.0
1746,0.0
1748,0.0
1749,1.0
1751,1.0
1758,0.0
1764,1.0
1765,0.0
1777,1.0
1778,0.0
1781,0.0
1782,1.0
1783,0.0
1785,0.0
1788,1.0
1793,1.0
1794,0.0
1795,1.0
1797,1.0
1800,1.0
1801,1.0
1805,0.0
1806,1.0
1819,1.0
1820,0.0
1825,0.0
1828,0.0
1829,0.0
1830,0.0
1839,0.0
1843,0.0
1844,0.0
1846,0.0
1849,0.0
1850,0.0
1854,0.0
1855,0.0
1858,0.0
1859,0.0
1862,0.0
1867,0.0
1868,0.0
1871,1.0
1872,0.0
1874,1.0
1876,0.0
1879,0.0
1884,0.0
1891,0.0
1894,0.0
1896,0.0
1902,0.0
1903,0.0
1904,0.0
1906,0.0
1907,0.0
1912,0.0
1913,0.0
1923,1.0
1926,0.0
1928,1.0
1930,0.0
1931,1.0
1934,0.0
1936,0.0
1944,1.0
1946,1.0
1947,0.0
1958,0.0
1964,0.0
1970,1.0
1974,1.0
1977,1.0
1978,1.0
1982,1.0
1984,1.0
1988,1.0
1993,0.0
1997,1.0
1998,1.0
2002,0.0
2004,1.0
2005,1.0
2008,0.0
2011,1.0
2013,0.0
2018,1.0
2021,1.0
2025,0.0
2029,1.0
2030,1.0
2032,0.0
2037,0.0
2041,0.0
2044,1.0
2048,1.0
2052,1.0
2053,1.0
2054,1.0
2062,0.0
2065,0.0
2066,0.0
2072,1.0
2079,0.0
2080,0.0
2085,0.0
2088,1.0
2090,0.0
2092,0.0
2093,0.0
2101,0.0
2104,0.0
2105,0.0
2106,0.0
2107,0.0
2120,0.0
2124,0.0
2127,0.0
2130,0.0
2132,0.0
2135,0.0
2137,0.0
2140,0.0
2143,0.0
2147,0.0
2151,0.0
2152,0.0
2155,0.0
2156,0.0
2162,0.0
2165,0.0
2166,0.0
2167,0.0
2168,0.0
2170,0.0
2178,1.0
2180,1.0
2182,0.0
2184,0.0
2185,0.0
2187,0.0
2196,0.0
2197,1.0
2199,0.0
2200,0.0
2201,0.0
2202,1.0
2206,0.0
2208,0.0
2218,0.0
2223,0.0
2224,1.0
2226,0.0
2228,0.0
2232,0.0
2234,1.0
2243,0.0
2247,0.0
2249,0.0
2252,1.0
2253,1.0
2259,0.0
2261,0.0
2264,0.0
2268,0.0
2269,0.0
2270,0.0
2276,1.0
2283,0.0
2287,0.0
2290,0.0
2291,0.0
2293,0.0
2295,0.0
2302,0.0
2305,0.0
2310,1.0
2313,0.0
2316,0.0
2320,0.0
2322,0.0
2323,1.0
2326,0.0
2328,1.0
2331,0.0
2335,1.0
2338,0.0
2343,0.0
2344,0.0
2345,0.0
2353,1.0
2355,0.0
2357,0.0
2360,1.0
2365,0.0
2369,0.0
2371,0.0
2378,0.0
2380,0.0
2381,0.0
2383,1.0
2384,0.0
2392,0.0
2393,0.0
2401,0.0
2403,0.0
2404,0.0
2405,0.0
2407,0.0
2411,0.0
2424,0.0
2426,0.0
2431,0.0
2433,0.0
2434,0.0
2436,0.0
2439,0.0
2444,0.0
2447,0.0
2448,0.0
2449,0.0
2450,0.0
2461,1.0
2469,0.0
2472,0.0
2473,0.0
2474,0.0
2477,0.0
2481,0.0
2484,0.0
2495,0.0
2503,0.0
2509,1.0
2511,1.0
2518,1.0
2522,1.0
2525,1.0
2526,0.0
2529,0.0
2533,0.0
2549,0.0
2551,0.0
2558,1.0
2562,1.0
2563,0.0
2567,0.0
2574,1.0
2577,0.0
2578,0.0
2580,0.0
2581,0.0
2583,0.0
2584,0.0
2586,1.0
2589,0.0
2595,0.0
2596,0.0
2600,1.0
2601,0.0
2607,0.0
2610,0.0
2613,0.0
2615,0.0
2618,0.0
2620,0.0
2623,1.0
2626,0.0
2630,0.0
2634,1.0
2636,1.0
2638,0.0
2639,1.0
2646,0.0
2650,1.0
2652,0.0
2653,0.0
2654,0.0
2662,0.0
2665,0.0
2669,0.0
2674,0.0
2678,0.0
2681,0.0
2685,0.0
2686,0.0
2690,0.0
2697,0.0
2699,0.0
2704,0.0
2705,0.0
2710,0.0
2712,0.0
2713,0.0
2716,0.0
2717,0.0
2718,0.0
2721,0.0
2722,0.0
2735,0.0
2737,0.0
2738,0.0
2742,0.0
2745,0.0
2746,0.0
2747,0.0
2750,0.0
